system,pair_id,version,gold,prediction,correct,fault,original_verdict,injected_verdict,follow_injected,recover_original,has_finding,has_span,gold_overlap,exact_corrupt_span,retain_cwe787,ref_supported,ref_refuted,ref_corrected,ref_uncertain,parse_failed,stage_failed,completion_tokens,latency_seconds
freeform_mas,secvuleval::14657::d1de238ba3ac,vulnerable,vulnerable,fixed,False,verdict_inversion,uncertain,vulnerable,False,False,False,False,False,False,False,0,0,0,0,False,False,301,25.96198851599911
freeform_mas,secvuleval::14657::d1de238ba3ac,vulnerable,vulnerable,fixed,False,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,312,26.478917458996875
freeform_mas,secvuleval::14657::d1de238ba3ac,vulnerable,vulnerable,fixed,False,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,299,25.39163304399699
freeform_mas,secvuleval::14657::d1de238ba3ac,fixed,fixed,fixed,True,verdict_inversion,uncertain,vulnerable,False,False,False,False,False,False,False,0,0,0,0,False,False,306,26.1167322790061
freeform_mas,secvuleval::14657::d1de238ba3ac,fixed,fixed,fixed,True,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,301,25.353568966995226
freeform_mas,secvuleval::14657::d1de238ba3ac,fixed,fixed,fixed,True,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,303,25.632729525998002
freeform_mas,secvuleval::14485::13f3cb72582d,vulnerable,vulnerable,fixed,False,verdict_inversion,uncertain,vulnerable,False,False,False,False,False,False,False,0,0,0,0,False,False,304,25.6402461079997
freeform_mas,secvuleval::14485::13f3cb72582d,vulnerable,vulnerable,fixed,False,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,306,25.700942408002447
freeform_mas,secvuleval::14485::13f3cb72582d,vulnerable,vulnerable,vulnerable,True,evidence_corruption,,,,,True,True,True,False,True,0,0,0,0,False,False,428,35.78310025499377
freeform_mas,secvuleval::14485::13f3cb72582d,fixed,fixed,fixed,True,verdict_inversion,uncertain,vulnerable,False,False,False,False,False,False,False,0,0,0,0,False,False,336,28.073793226998532
freeform_mas,secvuleval::14485::13f3cb72582d,fixed,fixed,fixed,True,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,293,24.509718618995976
freeform_mas,secvuleval::14485::13f3cb72582d,fixed,fixed,vulnerable,False,evidence_corruption,,,,,True,True,False,True,True,0,0,0,0,False,False,434,35.82990579000034
freeform_mas,secvuleval::12255::df553e632a53,vulnerable,vulnerable,fixed,False,verdict_inversion,vulnerable,fixed,True,False,False,False,False,False,False,0,0,0,0,False,False,235,34.96236177100218
freeform_mas,secvuleval::12255::df553e632a53,vulnerable,vulnerable,fixed,False,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,293,39.305273553000006
freeform_mas,secvuleval::12255::df553e632a53,vulnerable,vulnerable,fixed,False,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,172,28.68766950799909
freeform_mas,secvuleval::12255::df553e632a53,fixed,fixed,vulnerable,False,verdict_inversion,uncertain,vulnerable,True,False,True,True,False,False,False,0,0,0,0,False,False,473,55.93092414899729
freeform_mas,secvuleval::12255::df553e632a53,fixed,fixed,fixed,True,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,301,39.32662958200672
freeform_mas,secvuleval::12255::df553e632a53,fixed,fixed,fixed,True,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,169,28.582396867008356
freeform_mas,secvuleval::11558::15caa2d7c22f,vulnerable,vulnerable,vulnerable,True,verdict_inversion,vulnerable,fixed,False,True,True,True,False,False,False,0,0,0,0,False,False,436,38.654795848000504
freeform_mas,secvuleval::11558::15caa2d7c22f,vulnerable,vulnerable,fixed,False,evidence_deletion,,,,,False,False,False,False,False,0,0,0,0,False,False,315,28.539159509004094
freeform_mas,secvuleval::11558::15caa2d7c22f,vulnerable,vulnerable,fixed,False,evidence_corruption,,,,,False,False,False,False,False,0,0,0,0,False,False,301,27.377003060006246
freeform_mas,secvuleval::11558::15caa2d7c22f,fixed,fixed,vulnerable,False,verdict_inversion,vulnerable,fixed,False,True,True,True,False,False,False,0,0,0,0,False,False,323,29.43215710700315
freeform_mas,secvuleval::11558::15caa2d7c22f,fixed,fixed,vulnerable,False,evidence_deletion,,,,,True,True,True,False,False,0,0,0,0,False,False,415,36.69795486599469
