system,pair_id,version,gold,verdict,correct,confidence,final_parse_failed,any_stage_parse_failed,upstream_parse_failed,num_findings,total_completion_tokens,total_prompt_tokens,total_tokens,total_seconds
self_refine,secvuleval::14485::13f3cb72582d,fixed,fixed,vulnerable,False,0.5,False,False,False,1,776,2469,3245,64.66613388599967
self_refine,secvuleval::12255::df553e632a53,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,742,15333,16075,83.68538229599994
self_refine,secvuleval::12255::df553e632a53,fixed,fixed,fixed,True,0.5,False,False,False,0,635,15393,16028,74.7955900830002
self_refine,secvuleval::11558::15caa2d7c22f,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,792,5910,6702,68.8690212890001
self_refine,secvuleval::11558::15caa2d7c22f,fixed,fixed,vulnerable,False,0.5,False,False,False,1,735,6228,6963,64.8015574660003
self_refine,secvuleval::18504::e32a8cc5a0c0,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,744,7190,7934,66.82094699599998
self_refine,secvuleval::18504::e32a8cc5a0c0,fixed,fixed,vulnerable,False,0.5,False,False,False,1,754,7082,7836,67.28864283200028
self_refine,secvuleval::6627::6363df3ea843,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,786,5748,6534,68.23466847099985
self_refine,secvuleval::6627::6363df3ea843,fixed,fixed,vulnerable,False,0.5,False,False,False,1,795,4800,5595,68.17011093799988
self_refine,secvuleval::6754::d8ecbc753639,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,770,3354,4124,64.95293423200019
self_refine,secvuleval::6754::d8ecbc753639,fixed,fixed,vulnerable,False,0.5,False,False,False,1,694,3391,4085,59.04385873700039
self_refine,secvuleval::12062::9bbcb48bac5a,vulnerable,vulnerable,fixed,False,0.95,False,False,False,0,649,4200,4849,55.57904337899981
self_refine,secvuleval::12062::9bbcb48bac5a,fixed,fixed,vulnerable,False,0.5,False,False,False,1,801,4746,5547,69.14903782700048
self_refine,secvuleval::16499::6e70f4df9661,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,768,7338,8106,69.00635105200013
self_refine,secvuleval::16499::6e70f4df9661,fixed,fixed,vulnerable,False,0.5,False,False,False,1,756,7336,8092,68.2296297990008
self_refine,secvuleval::8084::ef88b4a8c879,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,732,5377,6109,64.03822289299956
self_refine,secvuleval::8084::ef88b4a8c879,fixed,fixed,vulnerable,False,0.5,False,False,False,1,717,5427,6144,62.57111234900026
self_refine,secvuleval::12103::5d37779c2864,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,749,3259,4008,63.63575472299999
self_refine,secvuleval::12103::5d37779c2864,fixed,fixed,vulnerable,False,0.5,False,False,False,1,786,3323,4109,65.87624110200045
self_refine,secvuleval::18099::185a0e695b6f,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,709,4960,5669,61.55908348999992
self_refine,secvuleval::18099::185a0e695b6f,fixed,fixed,vulnerable,False,0.5,False,False,False,1,708,4961,5669,61.18608324499996
self_refine,secvuleval::16259::8da0d4e65e18,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,783,4232,5015,66.69099565200008
self_refine,secvuleval::16259::8da0d4e65e18,fixed,fixed,vulnerable,False,0.5,False,False,False,1,765,4323,5088,65.41461183699994
self_refine,secvuleval::19769::a327e3515ac1,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,768,3735,4503,64.67267808399993
self_refine,secvuleval::19769::a327e3515ac1,fixed,fixed,vulnerable,False,0.5,False,False,False,1,767,3820,4587,65.11680910099949
freeform_mas,secvuleval::18219::b4cb8320ffe6,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,671,5249,5920,58.74818018899896
freeform_mas,secvuleval::18219::b4cb8320ffe6,fixed,fixed,vulnerable,False,0.5,False,False,False,1,784,5466,6250,68.19238001600115
freeform_mas,secvuleval::11455::844bead51a69,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,629,5503,6132,55.5576645200008
freeform_mas,secvuleval::11455::844bead51a69,fixed,fixed,vulnerable,False,0.5,False,False,False,1,763,5937,6700,67.09663574700062
freeform_mas,secvuleval::18748::3fea4a4d925b,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,703,3393,4096,59.346156771000096
freeform_mas,secvuleval::18748::3fea4a4d925b,fixed,fixed,fixed,True,0.5,False,False,False,0,577,3429,4006,49.230516575000365
freeform_mas,secvuleval::11426::3de3ef49d8f0,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,755,5864,6619,66.21527373499885
freeform_mas,secvuleval::11426::3de3ef49d8f0,fixed,fixed,vulnerable,False,0.5,False,False,False,1,800,6042,6842,70.14048928100146
freeform_mas,secvuleval::14943::019747ed7c1d,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,803,3113,3916,67.13983087499946
freeform_mas,secvuleval::14943::019747ed7c1d,fixed,fixed,vulnerable,False,0.5,False,False,False,1,700,3169,3869,58.74370671399993
freeform_mas,secvuleval::10678::34cbd054a25e,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,682,5906,6588,59.939181420999375
freeform_mas,secvuleval::10678::34cbd054a25e,fixed,fixed,vulnerable,False,0.5,False,False,False,1,773,6039,6812,67.54330320499957
freeform_mas,secvuleval::14376::d5e26da1d527,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,760,3347,4107,63.92673962099889
freeform_mas,secvuleval::14376::d5e26da1d527,fixed,fixed,vulnerable,False,0.5,False,False,False,1,735,3352,4087,61.95943755299959
freeform_mas,secvuleval::17484::312c0856cf56,vulnerable,vulnerable,fixed,False,0.5,False,False,False,0,633,5358,5991,55.59751380200032
freeform_mas,secvuleval::17484::312c0856cf56,fixed,fixed,vulnerable,False,0.5,False,False,False,1,620,5061,5681,54.35800813900005
freeform_mas,secvuleval::18494::1660fc139a87,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,681,13801,14482,73.98135593699953
freeform_mas,secvuleval::18494::1660fc139a87,fixed,fixed,fixed,True,0.9,False,False,False,0,555,14677,15232,66.30066707400056
freeform_mas,secvuleval::18098::c6aebee315c5,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,781,6384,7165,68.30036691399982
freeform_mas,secvuleval::18098::c6aebee315c5,fixed,fixed,vulnerable,False,0.5,False,False,False,1,765,6348,7113,66.59088725600031
freeform_mas,secvuleval::15354::9995379f1b42,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,771,2916,3687,64.07846940700074
freeform_mas,secvuleval::15354::9995379f1b42,fixed,fixed,vulnerable,False,0.5,False,False,False,1,576,2323,2899,48.37478279100105
freeform_mas,secvuleval::6700::8c36a5b0fb7c,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,763,2469,3232,63.42821839500084
freeform_mas,secvuleval::6700::8c36a5b0fb7c,fixed,fixed,vulnerable,False,0.5,False,False,False,1,775,3511,4286,65.13453524299985
freeform_mas,secvuleval::6922::5af57658cd6f,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,750,2590,3340,62.73885466000047
freeform_mas,secvuleval::6922::5af57658cd6f,fixed,fixed,vulnerable,False,0.5,False,False,False,1,720,2542,3262,60.28046943800018
freeform_mas,secvuleval::14657::d1de238ba3ac,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,740,3337,4077,62.14979352099908
freeform_mas,secvuleval::14657::d1de238ba3ac,fixed,fixed,vulnerable,False,0.5,False,False,False,1,804,3069,3873,67.08557452399964
freeform_mas,secvuleval::9186::ad4483f76579,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,797,2424,3221,66.6942454
freeform_mas,secvuleval::9186::ad4483f76579,fixed,fixed,vulnerable,False,0.5,False,False,False,1,717,3261,3978,60.581624895999994
freeform_mas,secvuleval::6718::bd652884ca87,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,778,3770,4548,65.56309744800001
freeform_mas,secvuleval::6718::bd652884ca87,fixed,fixed,vulnerable,False,0.5,False,False,False,1,778,3801,4579,65.40760818199942
freeform_mas,secvuleval::14485::13f3cb72582d,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,768,2425,3193,64.03370102600002
freeform_mas,secvuleval::14485::13f3cb72582d,fixed,fixed,vulnerable,False,0.5,False,False,False,1,779,2477,3256,64.41973444199994
freeform_mas,secvuleval::12255::df553e632a53,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,694,15242,15936,79.2228730880006
freeform_mas,secvuleval::12255::df553e632a53,fixed,fixed,vulnerable,False,0.5,False,False,False,1,658,15283,15941,76.98310828600006
freeform_mas,secvuleval::11558::15caa2d7c22f,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,736,5782,6518,64.53892323499986
freeform_mas,secvuleval::11558::15caa2d7c22f,fixed,fixed,vulnerable,False,0.5,False,False,False,1,686,6178,6864,60.73233467500086
freeform_mas,secvuleval::18504::e32a8cc5a0c0,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,698,7162,7860,63.148303870000746
freeform_mas,secvuleval::18504::e32a8cc5a0c0,fixed,fixed,vulnerable,False,0.5,False,False,False,1,704,6958,7662,63.18048750299931
freeform_mas,secvuleval::6627::6363df3ea843,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,674,5558,6232,59.11885352599984
freeform_mas,secvuleval::6627::6363df3ea843,fixed,fixed,vulnerable,False,0.5,False,False,False,1,771,4809,5580,66.09125887899972
freeform_mas,secvuleval::6754::d8ecbc753639,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,689,3206,3895,57.843398945000445
freeform_mas,secvuleval::6754::d8ecbc753639,fixed,fixed,vulnerable,False,0.5,False,False,False,1,670,3376,4046,56.31162374999985
freeform_mas,secvuleval::12062::9bbcb48bac5a,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,741,4140,4881,62.835195339000165
freeform_mas,secvuleval::12062::9bbcb48bac5a,fixed,fixed,vulnerable,False,0.5,False,False,False,1,512,4220,4732,44.43654920099925
freeform_mas,secvuleval::16499::6e70f4df9661,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,694,7197,7891,62.76859229999991
freeform_mas,secvuleval::16499::6e70f4df9661,fixed,fixed,vulnerable,False,0.5,False,False,False,1,694,7197,7891,62.77346872200087
freeform_mas,secvuleval::8084::ef88b4a8c879,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,777,5471,6248,67.10912032600027
freeform_mas,secvuleval::8084::ef88b4a8c879,fixed,fixed,vulnerable,False,0.5,False,False,False,1,703,5368,6071,61.206579974000306
freeform_mas,secvuleval::12103::5d37779c2864,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,845,3336,4181,70.60015392900004
freeform_mas,secvuleval::12103::5d37779c2864,fixed,fixed,vulnerable,False,0.5,False,False,False,1,839,3348,4187,70.02859441600049
freeform_mas,secvuleval::18099::185a0e695b6f,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,639,4861,5500,55.30396783900051
freeform_mas,secvuleval::18099::185a0e695b6f,fixed,fixed,vulnerable,False,0.5,False,False,False,1,720,5038,5758,61.91183108500081
freeform_mas,secvuleval::16259::8da0d4e65e18,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,707,4083,4790,59.98880994499996
freeform_mas,secvuleval::16259::8da0d4e65e18,fixed,fixed,vulnerable,False,0.5,False,False,False,1,679,4125,4804,57.792372623999654
freeform_mas,secvuleval::19769::a327e3515ac1,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,594,3467,4061,50.55313321799895
freeform_mas,secvuleval::19769::a327e3515ac1,fixed,fixed,vulnerable,False,0.5,False,False,False,1,657,3615,4272,55.713570820000314
structured_mas,secvuleval::18219::b4cb8320ffe6,vulnerable,vulnerable,vulnerable,True,0.9,False,False,False,1,532,5023,5555,47.14652923999893
structured_mas,secvuleval::18219::b4cb8320ffe6,fixed,fixed,vulnerable,False,0.9,False,False,False,1,615,5143,5758,54.145368356999825
structured_mas,secvuleval::11455::844bead51a69,vulnerable,vulnerable,vulnerable,True,0.9,False,False,False,1,607,5408,6015,53.67667557999903
structured_mas,secvuleval::11455::844bead51a69,fixed,fixed,vulnerable,False,0.5,False,False,False,1,585,5566,6151,51.9891257850004
structured_mas,secvuleval::18748::3fea4a4d925b,vulnerable,vulnerable,fixed,False,0.5,False,False,False,0,214,2807,3021,18.998739603000104
structured_mas,secvuleval::18748::3fea4a4d925b,fixed,fixed,fixed,True,0.5,False,False,False,0,229,2857,3086,20.601101243000812
structured_mas,secvuleval::11426::3de3ef49d8f0,vulnerable,vulnerable,vulnerable,True,0.9,False,False,False,1,549,5508,6057,48.808021743998324
structured_mas,secvuleval::11426::3de3ef49d8f0,fixed,fixed,vulnerable,False,0.9,False,False,False,1,541,5660,6201,48.66514359199937
structured_mas,secvuleval::14943::019747ed7c1d,vulnerable,vulnerable,vulnerable,True,0.9,False,False,False,1,493,2679,3172,42.04752106700016
structured_mas,secvuleval::14943::019747ed7c1d,fixed,fixed,vulnerable,False,0.9,False,False,False,1,516,2890,3406,43.88563037299991
structured_mas,secvuleval::10678::34cbd054a25e,vulnerable,vulnerable,vulnerable,True,0.9,False,False,False,1,516,5668,6184,47.62151050399825
structured_mas,secvuleval::10678::34cbd054a25e,fixed,fixed,vulnerable,False,0.9,False,False,False,1,537,5622,6159,49.55046460199901
structured_mas,secvuleval::14376::d5e26da1d527,vulnerable,vulnerable,vulnerable,True,0.9,False,False,False,1,547,3051,3598,46.56702627800041
structured_mas,secvuleval::14376::d5e26da1d527,fixed,fixed,vulnerable,False,0.9,False,False,False,1,539,3041,3580,45.611386280999795
structured_mas,secvuleval::17484::312c0856cf56,vulnerable,vulnerable,vulnerable,True,0.9,False,False,False,1,481,4898,5379,42.923344139997425
structured_mas,secvuleval::17484::312c0856cf56,fixed,fixed,vulnerable,False,0.9,False,False,False,1,481,4895,5376,42.649437693000436
structured_mas,secvuleval::18494::1660fc139a87,vulnerable,vulnerable,vulnerable,True,0.9,False,False,False,1,520,13553,14073,60.30366601800051
structured_mas,secvuleval::18494::1660fc139a87,fixed,fixed,vulnerable,False,0.9,False,False,False,1,513,14364,14877,61.76674511499914
structured_mas,secvuleval::18098::c6aebee315c5,vulnerable,vulnerable,vulnerable,True,0.9,False,False,False,1,532,5991,6523,48.004156543000136
structured_mas,secvuleval::18098::c6aebee315c5,fixed,fixed,vulnerable,False,0.9,False,False,False,1,544,5961,6505,48.94124330100021
structured_mas,secvuleval::15354::9995379f1b42,vulnerable,vulnerable,vulnerable,True,0.9,False,False,False,1,533,2518,3051,45.067234377000204
structured_mas,secvuleval::15354::9995379f1b42,fixed,fixed,vulnerable,False,0.9,False,False,False,1,511,2155,2666,42.735753009999826
structured_mas,secvuleval::6700::8c36a5b0fb7c,vulnerable,vulnerable,vulnerable,True,0.9,False,False,False,1,543,2071,2614,45.41003112100043
structured_mas,secvuleval::6700::8c36a5b0fb7c,fixed,fixed,vulnerable,False,0.9,False,False,False,1,547,3155,3702,46.44362461899982
structured_mas,secvuleval::6922::5af57658cd6f,vulnerable,vulnerable,vulnerable,True,0.9,False,False,False,1,504,2191,2695,42.2527035810017
structured_mas,secvuleval::6922::5af57658cd6f,fixed,fixed,vulnerable,False,0.9,False,False,False,1,491,2183,2674,41.166909124000085
structured_mas,secvuleval::14657::d1de238ba3ac,vulnerable,vulnerable,vulnerable,True,0.9,False,False,False,1,527,2975,3502,44.61731579900152
structured_mas,secvuleval::14657::d1de238ba3ac,fixed,fixed,vulnerable,False,0.9,False,False,False,1,587,2743,3330,49.1923380169992
structured_mas,secvuleval::9186::ad4483f76579,vulnerable,vulnerable,vulnerable,True,0.9,False,False,False,1,572,2064,2636,47.70289528000103
structured_mas,secvuleval::9186::ad4483f76579,fixed,fixed,fixed,True,0.9,False,False,False,0,389,2944,3333,33.20873491199927
structured_mas,secvuleval::6718::bd652884ca87,vulnerable,vulnerable,vulnerable,True,0.9,False,False,False,1,536,3374,3910,45.38574098800018
structured_mas,secvuleval::6718::bd652884ca87,fixed,fixed,vulnerable,False,0.9,False,False,False,1,566,3439,4005,47.59980875200017
structured_mas,secvuleval::14485::13f3cb72582d,vulnerable,vulnerable,vulnerable,True,0.9,False,False,False,1,511,2013,2524,42.362844950999715
structured_mas,secvuleval::14485::13f3cb72582d,fixed,fixed,vulnerable,False,0.9,False,False,False,1,512,2036,2548,42.41052154300087
structured_mas,secvuleval::12255::df553e632a53,vulnerable,vulnerable,vulnerable,True,0.9,False,False,False,1,519,14990,15509,62.637042793001456
structured_mas,secvuleval::12255::df553e632a53,fixed,fixed,vulnerable,False,0.9,False,False,False,1,556,15054,15610,66.49769882499822
structured_mas,secvuleval::11558::15caa2d7c22f,vulnerable,vulnerable,vulnerable,True,0.9,False,False,False,1,500,5478,5978,44.526155294999626
structured_mas,secvuleval::11558::15caa2d7c22f,fixed,fixed,vulnerable,False,0.9,False,False,False,1,757,6127,6884,65.99900136200085
structured_mas,secvuleval::18504::e32a8cc5a0c0,vulnerable,vulnerable,vulnerable,True,0.9,False,False,False,1,548,6890,7438,50.33190571900195
structured_mas,secvuleval::18504::e32a8cc5a0c0,fixed,fixed,vulnerable,False,0.9,False,False,False,1,559,6747,7306,50.82502132799891
structured_mas,secvuleval::6627::6363df3ea843,vulnerable,vulnerable,vulnerable,True,0.9,False,False,False,1,520,5354,5874,46.172851266997895
structured_mas,secvuleval::6627::6363df3ea843,fixed,fixed,vulnerable,False,0.9,False,False,False,1,572,4458,5030,49.642734477001795
structured_mas,secvuleval::6754::d8ecbc753639,vulnerable,vulnerable,vulnerable,True,0.9,False,False,False,1,575,3018,3593,48.422962852002456
structured_mas,secvuleval::6754::d8ecbc753639,fixed,fixed,vulnerable,False,0.9,False,False,False,1,587,3209,3796,49.78528253100012
structured_mas,secvuleval::12062::9bbcb48bac5a,vulnerable,vulnerable,vulnerable,True,0.9,False,False,False,1,556,3836,4392,47.75395496499914
structured_mas,secvuleval::12062::9bbcb48bac5a,fixed,fixed,vulnerable,False,0.5,False,False,False,1,556,4382,4938,48.302033545000086
structured_mas,secvuleval::16499::6e70f4df9661,vulnerable,vulnerable,vulnerable,True,0.9,False,False,False,1,591,7016,7607,54.027762112000346
structured_mas,secvuleval::16499::6e70f4df9661,fixed,fixed,vulnerable,False,0.9,False,False,False,1,591,7016,7607,54.1893188060003
structured_mas,secvuleval::8084::ef88b4a8c879,vulnerable,vulnerable,vulnerable,True,0.5,False,False,False,1,504,5043,5547,44.929332605001036
structured_mas,secvuleval::8084::ef88b4a8c879,fixed,fixed,vulnerable,False,0.9,False,False,False,1,503,5101,5604,44.618366032002086
structured_mas,secvuleval::12103::5d37779c2864,vulnerable,vulnerable,vulnerable,True,0.9,False,False,False,1,631,3012,3643,53.33412544000021
structured_mas,secvuleval::12103::5d37779c2864,fixed,fixed,vulnerable,False,0.9,False,False,False,1,551,2975,3526,46.558227303999956
structured_mas,secvuleval::18099::185a0e695b6f,vulnerable,vulnerable,vulnerable,True,0.9,False,False,False,1,561,4739,5300,49.03729486100201
structured_mas,secvuleval::18099::185a0e695b6f,fixed,fixed,vulnerable,False,0.5,False,False,False,1,562,4728,5290,49.33154131300034
structured_mas,secvuleval::16259::8da0d4e65e18,vulnerable,vulnerable,vulnerable,True,0.9,False,False,False,1,567,3891,4458,48.91171916299936
structured_mas,secvuleval::16259::8da0d4e65e18,fixed,fixed,vulnerable,False,0.9,False,False,False,1,501,3900,4401,43.241286378999575
structured_mas,secvuleval::19769::a327e3515ac1,vulnerable,vulnerable,vulnerable,True,0.9,False,False,False,1,528,3345,3873,45.032160907001526
structured_mas,secvuleval::19769::a327e3515ac1,fixed,fixed,vulnerable,False,0.9,False,False,False,1,541,3462,4003,46.26566851999996
